week,FR,BE,DE,CH,IT,ES,UK
202121,0.652908587,0.914257228,0.972820622,0.238737257,0,0.706418161,0.606595603
202122,0.653315952,0.909936856,0.971967458,0.239394936,0,0.703195067,0.643237841
202123,0.648346097,0.906613493,0.948596849,0.238737257,0,0.702914798,0.66044859
202124,0.626087665,0.960784314,0.81254761,0.236435383,0,0.701373318,0.656562292
202125,0.658465048,0.976237953,0.811024102,0.507398882,0,0.977017937,0.527870309
202126,0.66416816,0.976570289,0.812181968,0.56165735,0,0.982483184,0.530979347
202127,0.660974417,0.974742439,0.967914927,0.56165735,0,0.983884529,0.524317122
202128,0.636956168,0.97108674,0.967305524,0.56132851,0,0.985566143,0.567399511
202129,0.671517028,0.966932536,0.969925958,0.560013154,0,0.980661435,0.582056407
202130,0.692683722,0.963609172,0.965203084,0.56132851,0,0.982343049,0.448034644
202131,0.664868828,0.964606181,0.972058868,0.562972706,0,0.981642377,0.480346436
202132,0.623480528,0.959787305,0.968798562,0.540611641,0,0.97926009,0.45847213
202133,0.687192439,0.954303755,0.964014748,0.444919434,0,0.977158072,0.532533866
202134,0.681587095,0.950648056,0.971845577,0.446234791,0,0.976877803,0.588829669
202135,0.71407854,0.806912596,0.973186264,0.44689247,0,0.977998879,0.585831668
202136,0.709597523,0.807743436,0.971876047,0.546201907,0,0.976317265,0.580834999
202137,0.683900929,0.808906613,0.975837167,0.566261098,0,0.979680493,0.541416833
202138,0.674091576,0.940844134,0.979737347,0.566918777,0,0.981502242,0.564179436
202139,0.677806746,0.984047856,0.802279168,0.566261098,0,0.972954036,0.560848323
202140,0.693791755,0.986706547,0.809805296,0.569878329,0,0.976036996,0.496890962
202141,0.723301287,0.985875706,0.98034675,0.570207169,0,0.976036996,0.490117699
202142,0.706077888,0.985377202,0.981138974,0.571522525,0,0.833660314,0.512547191
202143,0.721036337,0.813891658,0.981047564,0.569878329,0,0.834080717,0.680546302
202144,0.695290859,0.81920904,0.980651452,0.572837882,0,0.836182735,0.667999112
202145,0.709874532,0.821203057,0.983119534,0.573166721,0,0.831558296,0.681101488
202146,0.723708652,0.820372217,0.979676407,0.572837882,0,0.695908072,0.627359538
202147,0.705670523,0.821203057,0.975745757,0.571851365,0,0.566283632,0.64368199
202148,0.7223562,0.992854769,0.973765197,0.772443275,0,0.597393498,0.623140129
202149,0.707185921,0.994848787,0.966208599,0.997040447,0,0.709501121,0.573839662
202150,0.733371354,0.993187105,0.960297389,1,0,0.851597534,0.634576949
202151,0.720417142,0.997175141,0.963374874,0.998026965,0,0.854119955,0.754608039
202152,0.728059312,0.99551346,0.954995582,0.993094377,0,0.853839686,0.757050855
